epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.2739731938231225,0.028245574771871233,1.2156331047148339,0.04154339392285538
1,0.001,1.1833428050957473,0.06091466756982098,1.1480211711824426,0.10739715363117612
2,0.001,1.1280108316271913,0.09983213039983825,1.1043188523312766,0.15209162197799436
3,0.001,1.09020978407143,0.12453341209341842,1.0714438541094982,0.1930223485061424
4,0.001,1.0609322303260853,0.16644172103297575,1.041997707492959,0.22972688283825352
5,0.001,1.0339219254605911,0.1997550548314428,1.0156878098772557,0.22731925830008587
6,0.001,1.0065253969111474,0.22531939097515088,0.9841837552398881,0.2523311291955998
7,0.001,0.9781701144050149,0.2519206867326319,0.9491516284608141,0.31007098106350667
8,0.001,0.9487482585938148,0.2740807947846149,0.9176141796648795,0.33223324641260876
9,0.001,0.9164567270310097,0.3005305471230682,0.8803260515992443,0.37319313773849
10,0.001,0.8836233830140308,0.3248209840683644,0.8567286156130071,0.3240474232514341
11,0.001,0.8478555168980867,0.34658810572761034,0.8192101784086927,0.4081752398564319
12,0.001,0.8146818178931093,0.36364768992531743,0.7764688506600907,0.44067342306452023
13,0.001,0.779133204930748,0.39183287973683356,0.738653607314018,0.4353656683074751
14,0.001,0.7480878140412125,0.4015828275866763,0.7050767424250505,0.44939638526175163
15,0.001,0.7175421091466169,0.4172239976099,0.6808365982080556,0.46836651432553306
16,0.001,0.6923804957103106,0.4303109952447413,0.6518237738585978,0.4932785803819921
17,0.001,0.6671895217272191,0.44601762111679366,0.6566968689540471,0.4530519791446739
18,0.001,0.6458434684603822,0.45786749503832547,0.6101936241930889,0.48348280448717484
19,0.001,0.6243112410595214,0.47148626849578273,0.5970616443705598,0.5084084330330344
20,0.001,0.6078100781035579,0.4825276797453772,0.5752855448893972,0.5117995460374892
21,0.001,0.591182473438238,0.48936238935849596,0.5577547550201416,0.5322092814518161
22,0.001,0.580349299253202,0.4930465585093923,0.5835206529055684,0.47925549653736815
23,0.001,0.5668675089194104,0.5075215076570327,0.5572306763678546,0.521073078525567
24,0.001,0.5525729960086299,0.5146888494458043,0.525368026283009,0.5429589762356082
25,0.001,0.5425177744401046,0.5276454002960459,0.5450353941365128,0.5281901396612235
26,0.001,0.5346546284123963,0.5306010755696107,0.5216262043008602,0.5336515178918027
27,0.001,0.5241702206773695,0.5432213081621193,0.5101844231806222,0.5504503341901648
28,0.001,0.51645291396995,0.5469002021591589,0.5099302115098103,0.5575084387310274
29,0.001,0.5064634587250504,0.5576801733108653,0.49973642388525835,0.5601742206168889
30,0.001,0.5038095547093285,0.5642109075735084,0.4876223126787929,0.5600609734482218
31,0.001,0.4951966584118363,0.5652787911253818,0.5051976713620819,0.5200939864699646
32,0.001,0.48799722627097486,0.5707151155806562,0.475817376501603,0.5897194690151875
33,0.001,0.4823005984421649,0.5758748253593116,0.4857993339831055,0.5757698419402069
34,0.001,0.4751882136257645,0.5833373239766605,0.4737015410309709,0.5731137966755605
35,0.001,0.467861366038229,0.5891824751859944,0.46328687181675027,0.5824988147421746
36,0.001,0.4647986775909374,0.5947675039319446,0.4669270507663148,0.5851177503709838
37,0.001,0.46326586292460076,0.5906009029987151,0.46516131513659364,0.5895798403133876
