epoch,lr,loss,iou,val_loss,val_iou
86,0.001,0.1391868096064119,0.8018817951003911,0.25997691515219346,0.6762873371254584
87,0.001,0.1399856332957355,0.80383640445882,0.2608378136721949,0.676550691185123
88,0.001,0.13596693182887595,0.8056313791679182,0.2588048400342173,0.676558873517986
89,0.001,0.1386872620559206,0.8054241184262297,0.26272665953558383,0.6742870072125351
90,0.001,0.13416043298891167,0.8079931282244065,0.260924586318251,0.6760567153636978
91,0.001,0.13792592374717488,0.8058592673744824,0.2654130428202973,0.6726941074263894
92,0.001,0.1351427512328609,0.8082093145252028,0.2611591411939842,0.6769867631055301
93,0.001,0.13885031168172562,0.8019409085919595,0.26078008088552157,0.676149362780472
94,0.001,0.13756158124972012,0.8081053226041722,0.2607595342504648,0.6760549450389409
95,0.001,0.13652938122258468,0.807130034383509,0.2648330533582274,0.6717415126989547
96,0.001,0.1361422002120735,0.8050037058427018,0.26089001625630437,0.6748949825246952
97,0.001,0.13541150604392968,0.8079042423684358,0.26420725816420204,0.6738839755776396
98,0.001,0.13420364294761147,0.8092767513209247,0.2635088470592779,0.6741508093042595
99,0.001,0.1360541527567346,0.8074292915424451,0.2623384836058438,0.6747076868826003
