epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.1701524171953888,0.03817021812338293,1.0768726737425338,0.00026545234997700235
1,0.001,1.033215860525767,0.04085276286404861,0.9855988852157095,0.2185383958242698
2,0.001,0.9373017226169312,0.23649235518285147,0.8657664270618806,0.30253456007489304
3,0.001,0.8137626608991935,0.2845094931328011,0.7494889922670983,0.2833962085356724
4,0.001,0.6853811117558698,0.3301724613034471,0.6100279172520847,0.37683440665937423
5,0.001,0.6019748180520301,0.3465701155091907,0.5243702070942516,0.4222996752558506
6,0.001,0.537358736680224,0.38167218229728317,0.49607154255395614,0.4366660811296554
7,0.001,0.5116354219274584,0.3933067519660655,0.48122920404639563,0.4325475848768432
8,0.001,0.4833905102770313,0.41293393372267917,0.49141697500502696,0.4105068272658313
9,0.001,0.4564967215840333,0.43324417189901837,0.46521190017899333,0.4389795398883178
10,0.001,0.43272459497249205,0.45770097805939053,0.41567222134713055,0.48791442994015966
11,0.001,0.41243451483109417,0.48549851640300346,0.4119136036900867,0.47349102614111843
12,0.001,0.39615992510240844,0.49309540106391486,0.3859409077813147,0.5363201197155334
13,0.001,0.38214437303200266,0.5108152421820307,0.38489208451880913,0.5263210253495754
14,0.001,0.37550922984780827,0.52103957962056,0.3512206375112736,0.5489905128257654
15,0.001,0.3557649251877093,0.5406402036999103,0.3695808588777825,0.5469921954098745
16,0.001,0.35322669947069457,0.539347646660278,0.33670870262102437,0.5740190460473467
17,0.001,0.3383330522604238,0.5581342613938537,0.38856853095003285,0.5273809628588438
18,0.001,0.32788685071312523,0.5724983943608252,0.32209770038699637,0.5868611842218583
19,0.001,0.3172394795939813,0.5826440666199504,0.33677078922071035,0.5517846459134984
20,0.001,0.3178655114633585,0.5861784869092541,0.3398061907602562,0.5911386901964987
21,0.001,0.3154452275606542,0.5871431237688323,0.3355337753770402,0.5552406361463456
22,0.001,0.298188473177112,0.6040663758504335,0.36168580484040214,0.5432034597041943
23,0.001,0.3036131105976167,0.5979135657671333,0.32283292635424493,0.5948667178915004
24,0.001,0.29649771642840766,0.610271292315371,0.30274836794392707,0.6153408500774864
25,0.001,0.291733555739222,0.6115333758517428,0.32019659818482826,0.6029264616333018
26,0.001,0.2889934355526968,0.6219935279555584,0.2971222419139806,0.6162915623507045
27,0.001,0.2793895628522424,0.6300595108027802,0.2848636819137835,0.6295393256082761
28,0.001,0.2732956270182055,0.633851010753892,0.34029103881188744,0.5912752557381832
29,0.001,0.27077881475679233,0.6430486675295488,0.2911846680995107,0.6219408801885351
30,0.001,0.26516391989452387,0.6449507488144058,0.2969453740275509,0.620127933724744
31,0.001,0.26510727308154886,0.6402102686197629,0.28780060194639356,0.6305631598248705
32,0.001,0.2555830835127363,0.6580130512307674,0.29021148327707663,0.6091957125650735
33,0.001,0.2499880910504098,0.6588763325283955,0.27908627253761104,0.6336455442811043
34,0.001,0.24586095772927102,0.6676711421541913,0.2770447509809964,0.6418455340738249
35,0.001,0.24173521644928875,0.6724349880978614,0.29782126316433044,0.6304671744139424
36,0.001,0.23624919345176298,0.6788248378053965,0.2757269028349374,0.6382905880021501
37,0.001,0.23085325751818864,0.6855486760322469,0.28365146758894744,0.6372661585020805
38,0.001,0.22862286096304849,0.6875031651647956,0.2834029792280804,0.6465470969630791
39,0.001,0.2312552793061032,0.6899654357099203,0.2985627829153425,0.6299388287035864
